TRACT,RESPNUM_,FIPS,SEX,EDUCATION,AGE,Xcoord0,Ycoord0,Xcoord1,Ycoord1
1674,0069,421010069001,1,3,46,-75.21461414472445,39.92945381113679,-75.21469946455082,39.92657179259552
3599,0071,421010071004,1,1,46,-75.23045660731073,39.93748248458026,-75.22776928790715,39.938957319400934
2494,0073,421010073002,1,2,40,-75.22232237475052,39.9414970866003,-75.22071003971543,39.94191465547912
18,0071,421010071007,1,2,62,-75.22774172125163,39.94367135254531,-75.22493060788894,39.942527091733936
50,0071,421010071008,1,4,68,-75.22674847679846,39.94120728379578,-75.22694430475474,39.940472094452474
3272,0073,421010073002,1,5,47,-75.22366810739216,39.94390652561414,-75.22196378187735,39.94285276979911
1511,0070,421010070001,1,3,42,-75.22201422817184,39.93816121688334,-75.21962051832153,39.937763576666406
1972,0071,421010071004,1,4,62,-75.22859416085946,39.93788711289707,-75.23087057778581,39.93779951300621
83,0071,421010071001,1,3,76,-75.222816010671,39.94013247480125,-75.22186107768387,39.93954403105688
3126,0071,421010071007,1,2,30,-75.2267346774651,39.94317702037721,-75.22770769811815,39.944159675618366
1932,0069,421010069001,1,1,29,-75.20860417063909,39.93398807188271,-75.21172470934711,39.93113699998085
339,0072,421010072006,1,1,66,-75.2365938252895,39.943874102553515,-75.23639643369211,39.944177003395005
764,0071,421010071001,1,3,66,-75.22284994042506,39.938692037301,-75.22273621700627,39.939132402096156
52,0070,421010070001,2,3,43,-75.22087619911947,39.93857944490355,-75.21889616572427,39.93775306474727
2257,0071,421010071002,1,3,47,-75.22513350871094,39.93580376014158,-75.22677152182024,39.937741528786496
2584,0072,421010072001,2,2,32,-75.2294803718955,39.94712530760159,-75.23064377386625,39.946653455888445
1670,0070,421010070001,1,4,60,-75.2213181722775,39.93755102321552,-75.21973878695103,39.93748756630248
3226,0070,421010070001,2,3,34,-75.21877107581757,39.936222138500995,-75.2188722521935,39.93759600147719
1562,0074,421010074006,1,2,50,-75.21767801270364,39.93947975346324,-75.21838601925573,39.93874412413133
2545,0071,421010071001,1,2,65,-75.22217141671435,39.93850848831903,-75.22119351933067,39.93957628178445
2589,0073,421010073002,1,4,36,-75.22345211959971,39.94367279769255,-75.22424839728829,39.943158597042014
3282,0070,421010070001,2,3,50,-75.21819470033863,39.937891003220436,-75.2190597984608,39.938080321244364
1902,0071,421010071004,1,1,72,-75.2302683038873,39.93910258620896,-75.22754878341267,39.9384706961278
1450,0074,421010074008,1,3,55,-75.21523983140962,39.94074982877709,-75.21303417149034,39.940831646516465
118,0078,421010078004,2,4,46,-75.21677646821261,39.9481214869159,-75.21931031103635,39.94690683642589
2324,0072,421010072002,2,2,65,-75.22789829615755,39.94427786766652,-75.22799757911099,39.94407576093419
1518,0069,421010069001,1,2,53,-75.21433192133543,39.92927411387576,-75.21232577739508,39.92706638166736
3154,0070,421010070001,1,3,60,-75.2203743020279,39.938724269743,-75.21988517944904,39.938058867289726
909,0071,421010071002,1,3,51,-75.22578806186674,39.93714130316206,-75.22493162107308,39.93756716491224
777,0070,421010070001,2,3,41,-75.21803248459287,39.937066352852874,-75.21976417638558,39.93726336180249
3464,0070,421010070004,1,2,57,-75.22229782201208,39.934272099862106,-75.22321034049801,39.934148109302924
1664,0078,421010078004,2,5,36,-75.21690248941246,39.947814965620125,-75.21747222410802,39.94788571287181
1945,0071,421010071001,1,3,75,-75.22320105696399,39.940418922976775,-75.22258574840795,39.94067088758659
84,0072,421010072007,1,2,50,-75.23107210073354,39.944871916948536,-75.23103861632086,39.94442549894632
3057,0078,421010078001,1,4,48,-75.21151351395402,39.94710926666826,-75.21236396847821,39.94540112883655
2999,0074,421010074002,2,5,26,-75.2134357700032,39.942013674413616,-75.21278617848164,39.94289948967747
1550,0074,421010074002,1,4,43,-75.21254647074088,39.94162305127813,-75.21220491455911,39.94385372128904
3078,0073,421010073002,2,3,49,-75.22425940843563,39.94328964040143,-75.22303146217376,39.94198111514509
3235,0078,421010078004,2,5,49,-75.2153929337542,39.94685974077597,-75.21589099728996,39.94748649391124
766,0072,421010072007,1,2,63,-75.23422361986799,39.943394992165,-75.23134816023386,39.94524130056374
717,0072,421010072007,1,2,42,-75.23283480142918,39.94279393167332,-75.23410373072865,39.94260450760156
1905,0070,421010070001,1,3,45,-75.2184957828662,39.93759291041112,-75.22064615043679,39.93811111866661
2238,0071,421010071002,1,3,59,-75.22648853025309,39.93784272440528,-75.22479269688696,39.938708365059234
1560,0078,421010078004,1,5,35,-75.2176937284061,39.94524584156751,-75.21569390682549,39.94708919647053
278,0078,421010078004,2,4,26,-75.21790181692016,39.94702306975959,-75.21876015648039,39.947857013511104
1716,0073,421010073001,2,1,67,-75.21864368129927,39.94333934905194,-75.22248047690007,39.94343150388833
3198,0070,421010070004,1,2,51,-75.2227605593929,39.93344897454604,-75.22380910439063,39.935371971845804
1420,0069,421010069001,1,3,46,-75.2084536471123,39.933045024188665,-75.20827054973198,39.93328202824223
289,0069,421010069001,1,3,28,-75.21055030543286,39.93065131943489,-75.21394671254242,39.92600738623927
27,0074,421010074007,1,2,83,-75.21924104300918,39.94093276932188,-75.22087120222096,39.94067595476886
1827,0071,421010071004,1,1,81,-75.22946955922745,39.93746637473478,-75.22759460544506,39.93831821915801
3173,0078,421010078005,1,3,50,-75.21241768464574,39.94750042091003,-75.21670492089322,39.94841377586232
2458,0074,421010074007,1,2,70,-75.22012660784273,39.94089362324279,-75.21680607432239,39.94238610254114
3531,0074,421010074005,1,1,60,-75.21572157918276,39.93594477994699,-75.21658818176185,39.93717962636765
3557,0072,421010072002,1,3,18,-75.22989536979601,39.94383066384836,-75.22778890411256,39.94419801528055
2117,0069,421010069001,1,3,57,-75.21203777365442,39.930321273589776,-75.21200788998964,39.92774042488019
2307,0070,421010070001,2,3,33,-75.21891537484626,39.937416729470776,-75.21868030991862,39.93639719537766
1424,0071,421010071004,2,4,54,-75.22991749602673,39.93763262160166,-75.22957792935485,39.93764261335162
712,0069,421010069001,1,3,23,-75.21173019543518,39.926936449047986,-75.20934139611238,39.93124431930889
59,0077,421010077001,2,4,25,-75.20777719652743,39.946383837066236,-75.20841260568557,39.94847842749791
1449,0071,421010071004,1,1,55,-75.2290021612277,39.93921128578134,-75.22859916100893,39.938242522114344
2170,0070,421010070001,1,3,59,-75.22030146956489,39.937977530610354,-75.21975415375589,39.93672970366869
2297,0073,421010073002,1,2,33,-75.22224028166822,39.942772623632685,-75.22116594217637,39.94230461355561
1580,0074,421010074008,1,3,25,-75.21635136302918,39.94158056490568,-75.2161479504441,39.941033060231675
162,0071,421010071002,2,3,36,-75.22557877916684,39.93754230178641,-75.22516411392128,39.93886675614907
3191,0071,421010071002,2,3,34,-75.22490139279415,39.938419361320726,-75.2238636177135,39.93784627489198
160,0071,421010071007,1,2,32,-75.2232432793923,39.9415220933436,-75.22729565071901,39.94429229557621
3247,0074,421010074008,2,2,67,-75.21471113712886,39.94041908667879,-75.21404616207151,39.94075536603749
2831,0078,421010078004,2,4,48,-75.21519070541521,39.94677842008381,-75.21628804721209,39.94737662141266
202,0070,421010070006,1,1,68,-75.21993089215452,39.93600576788752,-75.22125219519643,39.93693110607276
3192,0072,421010072007,1,2,49,-75.23168425085373,39.943551110670256,-75.23289997422205,39.94377613164113
1880,0078,421010078001,1,4,52,-75.21486747940968,39.94457601653224,-75.21263922632448,39.946096942718
3296,0078,421010078004,2,5,29,-75.21698403370374,39.94689462568122,-75.21901424118225,39.94641789727096
3083,0074,421010074005,1,1,33,-75.21313499249312,39.937205769597334,-75.21547401472374,39.93631906908047
2389,0071,421010071007,1,2,53,-75.2227717677908,39.941600233447836,-75.22775077895542,39.943747141277555
2528,0070,421010070004,1,2,19,-75.22308638676562,39.934570810358814,-75.22283063178708,39.93378617543088
164,0070,421010070001,1,3,30,-75.21871253079959,39.93787018867344,-75.21902198201711,39.936256842427504
1396,0078,421010078005,2,3,29,-75.2146757832879,39.9476947916022,-75.21343437508227,39.948290113866804
2409,0078,421010078001,1,1,75,-75.21543903076399,39.9432807098241,-75.21421071154295,39.94484779361671
2017,0077,421010077002,2,1,53,-75.20734034336213,39.94440603874009,-75.2063309364115,39.945252609441226
2260,0074,421010074007,1,2,69,-75.21911311353941,39.940596873194885,-75.21910663827705,39.94163262948062
1315,0069,421010069001,1,1,56,-75.209896932724,39.93300408729509,-75.21554706697975,39.932367650902655
1406,0072,421010072007,1,2,77,-75.23458327524604,39.94318269784132,-75.23210276815799,39.943240423253634
201,0074,421010074002,1,4,44,-75.21248470532639,39.94375165682175,-75.21477350503801,39.94301141826054
3100,0070,421010070004,1,2,70,-75.22198673987728,39.93419527634847,-75.22341276965895,39.93529210407777
808,0072,421010072002,2,5,64,-75.22765069666526,39.944746964038615,-75.22839348387659,39.94487329300601
2457,0071,421010071004,1,4,42,-75.22940544125748,39.939941778282396,-75.22941782048566,39.93880992572668
252,0069,421010069001,1,3,31,-75.21495172626332,39.928219651115626,-75.21356876037488,39.92861793716988
2756,0072,421010072007,1,3,68,-75.2318254587502,39.94451341311577,-75.23233248105073,39.94511345898538
2560,0077,421010077001,2,4,33,-75.21237770448857,39.94889019341033,-75.20816242096811,39.9458401205563
163,0071,421010071007,1,2,60,-75.22302276930448,39.941804380090026,-75.22408071165391,39.94096192264903
3344,0073,421010073002,2,3,41,-75.22309873775288,39.943296118261266,-75.2212553661408,39.94082051139282
3359,0073,421010073002,1,3,40,-75.22176532562527,39.94201119823341,-75.22342523079082,39.942610250878026
1433,0069,421010069001,1,2,42,-75.21254121140346,39.92560678888466,-75.20977129854403,39.93055207522929
1618,0073,421010073002,2,4,30,-75.22173131671053,39.94115234242377,-75.22227731505446,39.941468511231285
754,0073,421010073002,1,4,46,-75.22231157311955,39.94175282152219,-75.22147395233648,39.9412528416166
3135,0078,421010078004,1,5,24,-75.21910897296674,39.94721709050017,-75.21970157139202,39.947804176655985
553,0073,421010073001,2,3,66,-75.21813697046147,39.94352400560862,-75.21967586229046,39.94230340253965
109,0071,421010071004,1,4,39,-75.2291487264257,39.93921037386502,-75.22903946802317,39.93941725423599
3121,0074,421010074006,2,2,48,-75.21666100021152,39.93863679666576,-75.21671534917556,39.940128500069406
192,0070,421010070004,1,2,26,-75.22329855530515,39.93371041111489,-75.2224277814894,39.934853196420356
2309,0077,421010077001,1,5,69,-75.20810226668446,39.94703921755118,-75.20804190435362,39.948710617588766
2604,0070,421010070004,1,2,88,-75.2252394218655,39.93502109237883,-75.22452410190348,39.935267531182326
770,0069,421010069001,1,1,55,-75.2155980726196,39.93210255214869,-75.21173935558816,39.926999323249646
2463,0070,421010070001,1,3,28,-75.21963810299353,39.93747256297722,-75.21862363527124,39.937594056304086
1724,0069,421010069001,1,1,19,-75.2093101901252,39.93369087105838,-75.21423377616958,39.93172481654695
730,0071,421010071002,1,3,54,-75.2235399321838,39.93726245083661,-75.2265596539583,39.937632587922025
334,0070,421010070003,2,1,63,-75.22468109748246,39.93433358236475,-75.22568794910735,39.93387535294839
2114,0071,421010071001,1,2,71,-75.22379790086606,39.9389647218619,-75.22416660872253,39.93983125975471
1822,0074,421010074006,2,2,27,-75.21748060678345,39.94028435529257,-75.21657920830089,39.938867518788314
76,0069,421010069001,1,2,50,-75.20986937934062,39.931214741440385,-75.21468864151429,39.92680000363023
1938,0073,421010073001,1,2,68,-75.21744971455767,39.94335888143472,-75.22119340553259,39.942450179974344
2862,0074,421010074006,1,2,63,-75.21909054630943,39.93999850233701,-75.21675975911349,39.93927434145026
3243,0070,421010070004,1,2,39,-75.22528758339548,39.93531125233455,-75.22333669326947,39.93533800848789
194,0072,421010072007,1,3,68,-75.23430491994688,39.943043157014074,-75.23059623728452,39.94451003614676
3075,0077,421010077002,1,3,72,-75.20709160958312,39.942796757756966,-75.20635816729214,39.943393452588865
2471,0070,421010070004,1,2,74,-75.22407885278416,39.934551992985604,-75.2249979808628,39.935749274674635
41,0071,421010071002,1,3,41,-75.22459480555548,39.93665412012425,-75.22467324421712,39.936809925159984
1969,0078,421010078003,2,2,57,-75.21981115776371,39.945370318048504,-75.2195162649681,39.94659814394902
1644,0071,421010071001,1,2,69,-75.22100670228761,39.93880459054772,-75.22085472959218,39.93934719885878
2408,0070,421010070003,2,2,60,-75.2224793498926,39.931705638391406,-75.22192635529245,39.93200512996771
1500,0073,421010073002,2,2,40,-75.22220242325697,39.94269881102648,-75.22377908876148,39.94313386045096
3241,0070,421010070004,1,2,62,-75.22514042112405,39.93522527781548,-75.22395966130046,39.93465970594069
906,0071,421010071007,1,2,19,-75.2259294395045,39.942323541214755,-75.22654955852113,39.9425565854495
2303,0074,421010074008,2,1,42,-75.21590207651747,39.94034116515682,-75.21488506739134,39.941165151749736
900,0071,421010071007,1,2,52,-75.22521585479753,39.94178205334004,-75.22338502028934,39.94190302505389
702,0071,421010071002,1,3,55,-75.22475241573594,39.937594820429716,-75.22675090982221,39.937450825168234
2967,0069,421010069002,2,2,32,-75.21781198963014,39.931653408164536,-75.21691801483824,39.92795833839518
154,0072,421010072007,1,2,68,-75.2331285739071,39.94339856770006,-75.23231807520472,39.94473216412517
3090,0074,421010074008,1,3,69,-75.21346932728257,39.94151806167427,-75.21405970563126,39.940975567857684
673,0072,421010072002,1,3,48,-75.2291389844778,39.944625367025886,-75.22926209685659,39.9435077115329
1823,0070,421010070001,2,3,24,-75.22035632471443,39.93798770576875,-75.21954427513982,39.93805784598595
250,0078,421010078004,1,5,41,-75.21735587748827,39.94634084323171,-75.21747044440286,39.94841506823782
3024,0071,421010071004,1,4,57,-75.23028993876716,39.93830128153589,-75.22860526007703,39.938658756490305
3059,0071,421010071007,2,2,63,-75.22393609981732,39.94093092629794,-75.22682105179116,39.94409765543229
2921,0069,421010069001,1,3,31,-75.2124079733656,39.93213176816201,-75.2154371553732,39.92630272349337
792,0072,421010072002,2,3,49,-75.22930032212356,39.945043093807655,-75.22897845942815,39.94354902400414
1489,0073,421010073002,1,3,63,-75.22077923665414,39.94177229648269,-75.22196886573835,39.941917140065804
2052,0070,421010070003,2,2,27,-75.21848326575466,39.93413806726285,-75.22133989442278,39.93308191360919
3405,0071,421010071002,1,3,25,-75.22476517966714,39.939000434645806,-75.22501261404754,39.93762137841771
2511,0078,421010078001,1,4,51,-75.21252658721443,39.94478192020893,-75.21331125933756,39.94498837284955
2273,0071,421010071007,1,2,39,-75.22384279944102,39.94218986397353,-75.22337878300999,39.941933224929535
2863,0078,421010078004,2,5,48,-75.2175944266619,39.94659161655669,-75.216420518431,39.94653228284795
2181,0072,421010072006,1,1,58,-75.2371975789209,39.94358642847543,-75.2369521426573,39.943493813019444
2196,0074,421010074007,1,2,85,-75.21792340636044,39.94218335031434,-75.21600358575176,39.94297493147162
2192,0078,421010078001,1,1,64,-75.21031410024587,39.946112363376145,-75.21387004771745,39.944881487865544
3324,0071,421010071001,1,2,67,-75.22452229862543,39.93953349636904,-75.22346776399814,39.94046052589431
536,0073,421010073002,2,2,39,-75.22321528927488,39.94216220714088,-75.22121783181437,39.94092199881657
133,0074,421010074008,1,1,79,-75.2154585437833,39.942340578384965,-75.21345976773853,39.94016344932544
1725,0069,421010069001,1,2,46,-75.20876001699891,39.93407418997197,-75.21036562447509,39.931250614707096
806,0070,421010070004,1,2,56,-75.22246523758254,39.93429869773625,-75.22434092570887,39.93490196499274
2365,0070,421010070004,1,2,70,-75.22171924588244,39.93405354497994,-75.22492005425248,39.93517377152614
2964,0074,421010074008,1,1,81,-75.21518694158351,39.93919291532331,-75.2147358098818,39.94093531277397
176,0074,421010074006,1,2,46,-75.21937424484864,39.93885032026461,-75.2178801248136,39.94043504026475
2661,0070,421010070001,1,3,78,-75.21878807273545,39.93827410573238,-75.21974302392643,39.938911383485035
1876,0069,421010069003,1,4,25,-75.21630354263664,39.93287751762547,-75.21616499805178,39.934381484394635
1352,0071,421010071001,1,2,66,-75.22251979406566,39.93792262045125,-75.22259744338812,39.940413977035874
2977,0069,421010069001,1,2,26,-75.21463142494821,39.931001810375854,-75.21009746478224,39.93205518989204
2870,0071,421010071004,1,4,29,-75.22946304082257,39.93843136586643,-75.2290784804321,39.94013417979302
2467,0071,421010071007,1,2,18,-75.2244483023626,39.94278766046298,-75.22561531021243,39.94357295439012
3222,0071,421010071002,2,3,51,-75.22597413048885,39.93646677170624,-75.22711185751193,39.93786485966736
1653,0078,421010078004,1,5,54,-75.21561211276325,39.94630060957762,-75.21797936588352,39.94733946930277
1478,0071,421010071002,1,3,24,-75.22471240468953,39.93818941958446,-75.2245997648626,39.93854915183881
1530,0070,421010070003,2,2,48,-75.22421744197834,39.93337340616572,-75.22241612717343,39.93080825364922
2516,0078,421010078004,2,4,39,-75.21722831162229,39.94693539013992,-75.22093870432381,39.948039791577365
1468,0074,421010074006,1,2,59,-75.21619378933451,39.9388941702294,-75.21793114714148,39.93974367905873
845,0071,421010071002,1,3,50,-75.22701633062455,39.93750559228273,-75.22402770266089,39.937820638982785
1971,0072,421010072002,2,1,65,-75.22741916822048,39.944809338525396,-75.22906289060136,39.944746102045244
2505,0078,421010078004,1,5,31,-75.21798991266215,39.94833049988307,-75.21655840985727,39.946324167886395
625,0077,421010077001,2,2,59,-75.20810937744976,39.94825020076393,-75.20904034147212,39.9467439929841
3212,0072,421010072001,2,4,75,-75.23075113390739,39.9459350381508,-75.22976511059382,39.94658990861394
75,0069,421010069003,1,4,40,-75.2177172574825,39.93389089052707,-75.21732005281015,39.933622063170475
1563,0078,421010078004,1,5,63,-75.21915755962252,39.946889728831714,-75.21830487766117,39.947696788454536
2912,0071,421010071002,1,3,31,-75.22529984200398,39.93913091502816,-75.22528480143572,39.935918459608196
2082,0071,421010071007,1,2,56,-75.22642488209944,39.94295045481783,-75.22733889278513,39.94410457985586
3627,0070,421010070001,1,3,35,-75.22060695522346,39.93787893766809,-75.22050701499282,39.93799855175852
3070,0078,421010078004,2,5,39,-75.21657363515556,39.94805070303283,-75.21835178310175,39.946364272032845
1570,0078,421010078004,2,4,41,-75.21689311129094,39.94776904250055,-75.21591256710427,39.94619019252859
2842,0078,421010078003,1,2,59,-75.21923526738773,39.94608742484111,-75.21980562947861,39.94551033577523
2954,0069,421010069001,1,1,24,-75.215995592627,39.93022948023508,-75.2116224269698,39.92826880994943
1610,0071,421010071002,1,3,22,-75.22540934799258,39.93873818225003,-75.22464843804939,39.936905826280395
1548,0071,421010071002,1,3,64,-75.2249646145899,39.937248717140534,-75.2242443094386,39.93707319106489
3628,0071,421010071007,1,2,61,-75.22510702685237,39.94274744925626,-75.22434487001799,39.940837279234586
2454,0071,421010071002,1,3,32,-75.22323900023933,39.93765575972118,-75.22352029683925,39.937969754985524
757,0071,421010071002,1,3,59,-75.22421200482074,39.93766252827447,-75.22511035151095,39.938937074014326
2857,0073,421010073005,1,1,64,-75.22399775330149,39.94516845496587,-75.21974955608758,39.94406523911339
2138,0070,421010070001,1,3,54,-75.21796375544635,39.936978827876935,-75.22020054521435,39.93832741702624
3004,0072,421010072001,1,4,48,-75.23197408180981,39.94565738986237,-75.23211496343336,39.947397664139466
3204,0070,421010070001,2,3,60,-75.21900247735365,39.937943234045164,-75.22031117495541,39.93886285527416
311,0071,421010071007,1,2,28,-75.22575248807193,39.94275017912408,-75.22627034758989,39.94352562837432
3336,0074,421010074002,2,4,52,-75.21199933725862,39.94114413365066,-75.21167889562747,39.94176549159998
226,0069,421010069001,1,3,40,-75.21678695345668,39.92860252864149,-75.21561331756978,39.93088350432606
3056,0077,421010077001,2,3,57,-75.20630471893118,39.94703100504542,-75.2069341612734,39.94896375983606
733,0072,421010072001,2,2,45,-75.23043757491534,39.9456532915841,-75.2300867045212,39.946237925015424
87,0070,421010070004,1,2,45,-75.22402016715034,39.93475661679684,-75.22472029229432,39.93585828894813
3072,0071,421010071004,1,4,42,-75.22944869486511,39.93925811648765,-75.22713691735052,39.93875390885109
2941,0078,421010078004,2,4,27,-75.21633364528152,39.946973672692536,-75.21521230359458,39.9466453007369
